entity,tweet_author,sentiment
Leeds_CLL_Lunch_Professor Hillmen &_David Buchanan_#cure,CLLSA,positive
CLL,CLL Warwick Uni,positive
this summer_CLL #FlashbackFridays,Higher Ground at Lake Louise,neutral
#_CLL,AEGLE,negative
Obinutuzumab_NebotVillacampa_DarocaFernandez,NK papers,neutral
CLL_Field,CancerWallonia,neutral
#,SeqComplete,neutral
Ibrutinib_Venetoclax_#Obinutuzumab #,CancerWallonia,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia_NEJM,Marcelo Domínguez,neutral
USESRituximab_nonHodgkin_Pharmaceuticalmedicine_RSP,Ravispecialitiespharma_RSP,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
CLL_CLL,"Mazyar Shadman, MD MPH",neutral
CLL_#CLL #,the limbic,neutral
Rituximab_Refractory Chronic_Leukemia,leo uzych,negative
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia  ,Junaid Hussain,neutral
CLL_Dr Jennifer Brown_ASH,Andrew Schorr,neutral
CLL,Anna Deveau,neutral
Rx_VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia  ,Michael Baker,neutral
CLL_rituximab VR_CLL_daily_cllsm,Dr. Avinash Dinmohamed,neutral
#,CancerTherapyAdvisor,negative
CLL_Prague,Marek Trneny,neutral
(),Charles River Labs,negative
AtlantaKrebstherapie_CLL,MEDIZINONLINE #COVID19-Update,negative
Health Canada Approves RITUXAN Subcutaneous Formulation for Canadians_Chronic Lymphocytic Leukemia_Canada,Live Well Toronto,neutral
CLL,"Raul Cordoba, MD, PhD",negative
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia,Internet Medical,neutral
Murano Study_CLL_#venetoclax_rituximab,MoJo,neutral
#,Chan Cheah,negative
ChronicLymphocyticLeukemia_CLL_Jeff Sharman_@TheUSONetwork_@WVCancer,Patient Power,neutral
Health Canada Approves RITUXAN Subcutaneous Formulation for Canadians_Chronic Lymphocytic Leukemia,Alicia Bell IFBB Pro,neutral
Health Canada Approves RITUXAN Subcutaneous Formulation for Canadians_Chronic Lymphocytic Leukemia,Zeal Access,neutral
Health Canada Approves RITUXAN Subcutaneous Formulation for Canadians_Chronic Lymphocytic Leukemia,RazzleTazzle,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia,Dr. Andres G Palomo,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia_al @NEJM_CLLsm,"Mike Thompson, MD, PhD, FASCO",neutral
Saturday_CLL_#_CLLGlobal,Patient Power,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia,MHC,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia,GEDEFO,neutral
Venetoclax#Rituximab_Refractory Chronic Lymphocytic_Leukemia_BCLInhibitor,Joe von Wallerstein,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia,"Dr T. Comeau , MD",neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic_Genentech_AbbVie_NCT_#,CancerEpiPapers,neutral
Peter_Haematology &_Leeds_this Friday_#CLL #_#,CLLSA,negative
Refractory Chronic Lymphocytic Leukemia,"Salvatore Papa, PhD",negative
Cello Group plc_CLL @CelloGroup,Isabella Pierre,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia_CLL,"Raul Cordoba, MD, PhD",neutral
RT_VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia  ,Robert Z. Orlowski,neutral
VenetoclaxRituximab_Refractory Chronic Lymphocytic Leukemia  ,Muzaffar Qazilbash,neutral
Venetoclax + Rituximab_RFS_@NEJM,Cancer Cell,neutral
Neil E Kay MD,OncLive.com,neutral
CLL,Dr. Andy Evens,positive
rituximab,Mahmoud Aljurf,neutral
DailyStrength,Brian Abbott,neutral
@NEJM_CLL,"chadi nabhan MD, MBA, FACP",neutral
two_#_CLL_@NEJM,Genentech,neutral
first_people w  _CLL_Richard Furman &_lymsm,WCM Lymphoma,neutral
Venetoclaxrituximab_@NEJM_John F Seymour_CLL,HemOnc Today,neutral
Bcell_CLL,Blood Journal,negative
StateofScience_Saturday_al  _CLL_CML_AML #,Mehmet Tuna,neutral
DanaFarber_CLL,Michele Nadeem-Baker,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
social &_CLL_#leukaemia #_#charity #,CLLSA,negative
candida,Candida Papers,negative
CYC_CLL_#_CYC_CLL_$CYCC $_ABBV,🅱🅸🅾🆃🅴🅲🅷,neutral
Friday_#_CLL,CLLSA,neutral
CLL_WednesdayWisdom,CLL Warwick Uni,neutral
Blanca Espinet_USCAP Identification_Complex Karyotypes_Chronic Lymphocytic Leukemia Comparison,SEAP-IAP,neutral
USESUSESRituxirel_nonHodgkin_NHL_Chronic_Pharmaceuticalmedicine_RSP,Ravispecialitiespharma_RSP,negative
USESRituxirel_nonHodgkin_NHL_Chronic_Pharmaceuticalmedicine_RSP,Ravispecialitiespharma_RSP,negative
CLL_Kay MD,COPD News,positive
(),FredNatLab PDO,positive
#_CLL,Blood Journal,negative
WatchWaitWorry_CLL_UK,Leukaemia Care,negative
CLL_CLL_#leukaemia #_#haematology #charity_CharityTuesday,CLLSA,negative
#oncology   _#hematology #_CLL_Nicole Lamanna MD,i3 Health,positive
Wednesday May_Justin Kline_CLL_Register_today,Leukemia Research Foundation,negative
Saturday_CLL_Inperson  Drs_@LeukemiaMDA &_#_CLLGlobal,Patient Power,neutral
@EstherSchorr_CLL_LivingWell_#,Patient Power,positive
Chronic_CLL,Kathleen D. Hoffman,negative
CharityTuesday &_today_CLL_#charity #,CLLSA,positive
USES Maball mg Injection_nonHodgkin_NHL_Chronic_Pharmaceuticalmedicine_RSP,Ravispecialitiespharma_RSP,negative
years ago_today_Chronic,"Cristina, MD MS😷",negative
CLL,SlimPickens419,neutral
a few years ago_A month ago_Today_months,James Nova,negative
CLL_SLL,WCM Lymphoma,neutral
#ONF #_CLL,Andrew Schorr,neutral
CLL_Jennifer Brown_ASH,Patient Power,negative
Colonial Systems_CLL_CLL_#_#,CryptoLiveLeak,neutral
CLL_EBMT,Talal Hilal 🩺,neutral
Benzene_Leukemia AMLAcute Lymphocytic Leukemia ALLChronic Lymphocytic Leukemia CLLMultiple MyelomaAplastic Anemia,Matthews & Associates,negative
the Oncology Nursing Society Clinical Journal of Oncology Nursing_Esther,Andrew Schorr,negative
FCR_today_CLL_ASH_@LeukemiaMDA,Patient Power,neutral
Leeds_Friday_CLL_#_#haematology #,CLLSA,neutral
Monday_today_CLL,CLL Warwick Uni,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
CELG_$GILD $_KITE &_NVSCR &_ORR_#lymphoma &_CLL,Biotech2050,neutral
Chronic Lymphocytic Leukemia,ALI ALAHMARI.,negative
CLL_John Gribben_#idelalisib #rituximab #venetoclax #_#_#hemeonc #_#_#cancertreatment #_#,The Patient's Channel,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
Chronic_CLL,Angela J. White,negative
(),Izaskun Zeberio,negative
York_March_#lymphoma #_CLL_#_Hodgkin,Helen Jane Mee,neutral
IgM,robo_gwas,negative
St Patrick s Day_CLL_Ireland Lá_Pádraig_StPatricksDay,CLL Ireland,positive
(),Alexander M. J.,negative
Chronic_CLL,Kathleen D. Hoffman,negative
ForkDelta Check_ForkDelta Exchange Check_#_#eth #_CLL_CLL_#ethereum_#erc,CryptoLiveLeak,neutral
CLL_#,Pippa Jones,neutral
#_Dr Ronan Foley  _CLL,NE Live,neutral
CLL_Dr Spurgeon_@OHSUKnight,Andrew Schorr,negative
next Saturday_CLL_Houston,Patient Power,positive
#DNA #_CLL_CLL_Michael Keating,Patient Power,neutral
CLL_Tcell_Tcell,PharmaFactz,negative
CLL_Token_ForkDelta @ForkDelta  _CLL_#_#cryptoexchange #_#trading #cryptotrading #,CryptoLiveLeak,neutral
CLL,Patient Power,negative
Kinder Camp_CLL #FlashbackFridays,Higher Ground at Lake Louise,positive
(),JAKSTAT-Target,negative
Creating_#Creativity #_CLL,CLL Warwick Uni,positive
Leukemia,Medivizor,negative
CLL,CLL Warwick Uni,neutral
Token_CLL_CLL_ERC_Ethereum #ICO,ForkDelta: The Decentralized Exchange,neutral
Next Saturday_March_CLL_Jeff s_@LLSTXG,Andrew Schorr,neutral
CLL_#_Bispecific_#,Dr. Andy Evens,neutral
helpToday_CLL #,MerMer Goodburn 🌈🇪🇺🩸,neutral
Robert Strair_#lymphoma &_CLL_NewJersey,Dr. Andy Evens,neutral
CLL_about #RichtersTransformation #_CLL_Stephen Spurgeon_CLL,Patient Power,neutral
Chronic Lymphocytic Leukemia_#leusm #,The ASCO Post,negative
March_CLL_Inperson  Drs_@LeukemiaMDA &_CLLGlobal,Patient Power,neutral
(),Dr. José A. Queizán,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
Bcell,NPCE,negative
#oncology   _#hematology #_CLL_Nicole Lamanna MD,i3 Health,positive
article @TheLancetHaem_Voxtalisib XL_#_#nonHodgkin #_CLL_Brown et al,The Lancet Haematology,neutral
Helper Cells &_Chronic Lymphocytic Leukemia,Human Immunology News,negative
#_SNX_CS_CLL,Anna Deveau,neutral
#,Future Oncology,neutral
CLL_BTK_XNW,Anna Deveau,neutral
BTK_CLL_Bcell_BTKCS_CLL,Anna Deveau,negative
(),José Ant. Marcos,negative
Haematologica Distinct_Taiwan,AIRR-seq papers,neutral
Acute Promyelocytic Leukemia_Chronic Lymphocytic,Dra Catalina Solano,negative
Anas Younes MD_the Lymphoma Service @sloan_kettering_nonHodgkin_CLL_CLL_nonHodgkin_lymsm,Targeted Oncology,neutral
(),Garbiñe Lizeaga,negative
CLL_Only %_Collaboration w @anthonymatomd &,"chadi nabhan MD, MBA, FACP",neutral
BCell Chronic Lymphocytic Leukemia Epidemiology Forecast_BCell Chronic Lymphocytic Leukemia Epidemiology Forecast_the BCell Chroni,COPD News,neutral
Carl H,Regina M Maxwell,positive
Chronic_CLL,Kathleen D. Hoffman,negative
CLL,Blood Journal,neutral
#,Reaction Biology,negative
CLL,WCMNYPJCTO,neutral
CLL_#_Chemotherapy,CLL Ireland,negative
Proud_the World   _the World Rankings_CLL_#_yourwarwick,CLL Warwick Uni,positive
(),Escola Doctorat UB,neutral
CLL_WriteYourStoryDay,CLL Warwick Uni,neutral
(),quantico2005,neutral
esos titulos estuvieron en mi_CLL,Alison Evans,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
#_one_#AML #_CLL,Hematology News,neutral
CLL_Leukemia_#,Anna Deveau,negative
Allows_#,de Souza Institute,negative
first_CLL Content_Justin Taylor MD,MDCalc.com,negative
(),医学英単語bot,negative
#_#ChronicLymphocyticLeukemia #_CLL_Wierda_@LeukemiaMDA_ASH,Patient Power,negative
TreatmentNaïve,CIDEGEN,negative
CLLX,Cancer Papers,negative
Deedee Chronic Lymphocytic Leukemia,"Chris Cogbill, MD",positive
(),info-over-kanker,positive
ASH_CLL_#CLL #_#hematology #,LymphomaAction,neutral
SLL,CureHuntr,neutral
SLL Status,TrialBulletin,neutral
Bcell,Journal of Medical Case Reports,negative
Deedee Chronic Lymphocytic Leukemia_DrParul Bhargava_UCSF_CLL SLLevery,"Lija Joseph, MD",negative
NCI Treatment_CLL,Treatment Scores,negative
Chronic_CLL,Kathleen D. Hoffman,negative
Bcell,Cancer Papers,negative
Angelo Agathanggelou &_Hamblin Prize_UK_CLL Forum_@heartofengland,Blood Cancer UK Research,positive
Sunday_Funday_#_CLL,Amanda Wysokowski,neutral
HOY_CLL_#LuchaLibreChilena #NAGEROtaRegión #_Pepex,The Pepex Family,neutral
HOY_CLL_#LuchaLibreChilena #NAGEROtaRegión #_Pepex,Thu Pepex,neutral
HOY_CLL_#LuchaLibreChilena #NAGEROtaRegión #_Pepex,Thu Pepex,neutral
#_CLL_one,CLL Ireland,positive
Leeds_this Wednesday_Hodgkin_CLL,Helen Jane Mee,neutral
Davids_CLL_Ibrutinib,CancerWallonia,neutral
CLL_MothersDay,CLL Warwick Uni,positive
Chronic_CLL,Kathleen D. Hoffman,negative
(),CLL Society Inc.,neutral
(),CLL Society Inc.,neutral
MRD_CLL_@anthonymatomd &_Important,"chadi nabhan MD, MBA, FACP",neutral
CLL,"chadi nabhan MD, MBA, FACP",negative
CLL,.,neutral
CLL,Amy Ramos,neutral
David Porter_Watch,HemOnc Today,negative
Chronic_CLL,Kathleen D. Hoffman,negative
John Terry_CLL,Dan Collins,positive
David Porter,HemOnc Today,positive
lolofromparis #work,Jean-Marc JOACHIM,neutral
Great Expert Forum_London_#lymphoma_next year,"Raul Cordoba, MD, PhD",positive
BCMA_two_CLL,CLL Ireland,neutral
CLL,"Raul Cordoba, MD, PhD",negative
the day_#CLL Health_Toni_MothersDay,CLL Warwick Uni,positive
Leukemia,Medivizor,negative
(),医学英単語bot,negative
Chronic_CLL,Kathleen D. Hoffman,negative
today_Bcell_CLL_Lymphoma_lymsm,UChicagoCancerCenter,positive
Rituximab_Chronic Lymphocytic Leukemia Treatment,Garbiñe Lizeaga,negative
Rituximab_Chronic Lymphocytic Leukemia Treatment,GEDEFO,negative
all ages  _CLL,nwfdailynews,positive
Vit D insuff &_CLL_al @MayoLeukemiaMDS,"Mike Thompson, MD, PhD, FASCO",neutral
Chicago Lymphoma Workshop_about #lymphoma_CLL Drs Sonali Smith_Justin Kline,UChicagoCancerCenter,neutral
BSI_#_#_CLL,BSI America,neutral
#_CLL,"Raul Cordoba, MD, PhD",neutral
TGTX,Biotech2050,negative
Лечение_ИзраилеПодробнее,Лечение рака,neutral
First_CLL Point_Dr CM Wendtner Schwabing Hospital Munich_Expert Forum_London,"Raul Cordoba, MD, PhD",neutral
CLL_BSI,BSI America,neutral
Canada_CLL_next month,Patient Power,neutral
Πρόσκληση Εκδήλωσης Ενδιαφέροντος_της Πράξης,tweet or not tweet,neutral
Chronic Lymphocytic Leukemia,Financial Buzz,neutral
Chronic Lymphocytic Leukemia_Chronic Lymphocytic Leukemia,Business Wire-Health,neutral
Grade Camp_CLL #FlashbackFridays,Higher Ground at Lake Louise,positive
Chronic Lymphocytic Leukemia,The Pharmaceutical Marketing Group,positive
John Terry_Chelsea_#CFC #JT_CLL,The Lion's Shed 🏴󠁧󠁢󠁥󠁮󠁧󠁿,neutral
Fantastic_CancerResearch_#clinicaltrials &_Irish_CLL,CLL Ireland,positive
CLL Social Studies_Susie_MothersDay,CLL Warwick Uni,neutral
CLL_Canada_next month_biannual_Canadian,Andrew Schorr,neutral
Specialty Registries,Cancer Policy Institute,positive
Customs Clearing_AutomatedTellerMachine_the Tin Can Island Port_CLL_today_csu@concessionarylogisticscom,Concessionary L.L,positive
Chronic,Sbobet Th,negative
Chronic Lymphocytic Leukemia Advances,Francesco Bertoni,negative
#_Nora Larson_CLL,Patient Power,neutral
CLL_Spanish_ASH_Jacqueline Barrientos_#ASH #_#leusm #_#_#cllsm #_#_#SpanishLanguage #,The Patient's Channel,neutral
MarsPensé_CLL,Carmel La Lumiere,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
US_CLL_#_lymsm_Cllsm,Lymphoma Hub,neutral
Today_International Women s Day_CLL_CLL,CLL Ireland,positive
CLL Social Studies_Ray_the day_MothersDay,CLL Warwick Uni,neutral
Matthew S Davids_CLL_leumsm_CLL,Targeted Oncology,neutral
#pathology_#GIpath #,achraf miry,negative
CLL_Michael Keating_@LeukemiaMDA,Andrew Schorr,neutral
annual_CLL,Current Oncology,neutral
Constantine L Tam MD_CLL_CLL_Leusm,Targeted Oncology,neutral
the first year_#_IFI_#_CLL,"Raul Cordoba, MD, PhD",negative
Serious Infections in Patients Receiving_Lymphoid Malignancies_CLL,"Raul Cordoba, MD, PhD",negative
Chronic_CLL,Kathleen D. Hoffman,negative
ChronicLymphocyticLeukemia_CLL_Jeff Sharman_@TheUSONetwork_@WVCancer,Patient Power,neutral
LOVE &_MOVIE &lt_CLL #,Mahmoud Turki,positive
Chronic Ly_Rochester_MN  Get Family Practice Physician Jobs,GetFaPrPhysJobs,neutral
Hamblin Prize_CLL_Leukemia_#,Prof Maxine Lintern,negative
#_#_CLL_Jacqueline Barrientos_ASH_#leusm #_#_#cllsm #_#,The Patient's Channel,negative
weeks_March_CLL_@LeukemiaMDA &_#_CLLGlobal,Patient Power,neutral
CLL Forum Unmet needs &_CLL Different_@CllIreland @Patients_Videos #_CLL,Nick,neutral
London_today_UK_CLL Forum_#_CME_#lymphoma #_CLL,Helen Jane Mee,neutral
(),EMR Research papers,neutral
Nursery_Saint Stephens Primary School_CLL,Wolverhampton LTT,neutral
(),TumImmTxpapers,neutral
CLL Forum_Annual_today_#_CLLSA_CLL_#haematology #_#,CLLSA,positive
BCell_RheumatoidArthritis &_BCell,Biotech2050,neutral
CLL Social Studies_Kelly_MothersDay,CLL Warwick Uni,positive
NOLA Trying_Hematologic Malignancy,JeanPaulVillere,negative
Easterwood Airport_CLL_bcsTX,Dell 😷,neutral
CLL,Jah Kuu,positive
New Video Review_CLL_Token + Airdrop Statistics Review_#blockchain #_CLL_CLL_#,CryptoLiveLeak,neutral
CLL_BTK,Anna Deveau,negative
March_CLL_#_CLLGlobal,Patient Power,neutral
#progressionfree #_CLL_#oncology #,healthbook,negative
Ecuador_CLL_LivingWell_#,Patient Power,positive
the panCanadian Oncology Drug Review Expert Review Committee_CLL,AbbVie Canada,negative
#,NIH Clinical Center,neutral
#_CLL_John Gribben @QMBCI_#_#cllsm #_#_#therapy #_#hemeonc #_#hcsm #,The Patient's Channel,negative
#_CLL_UK_Presented_ASH,Nick,positive
Rituximab_Young,CureHuntr,neutral
Rituximab_Young,TrialBulletin,negative
the PanCanadian Oncology Drug Review_Chronic Lymphocytic Leukemia_CLL,RazzleTazzle,neutral
BTK_CLL,Patient Power,positive
Chronic_CLL,Kathleen D. Hoffman,negative
#CLL Health_Lorna_this day_MothersDay,CLL Warwick Uni,positive
Ian W Flinn MD PhD_CLL_CLL,Targeted Oncology,neutral
CLL Token Review_CLL_CLL_erc,CryptoLiveLeak,neutral
Patient Power_CLL_next month_CLL_CARTcell,Teresa Bau,neutral
Farmers_Roundup_nonHodgkin Lymphoma_NHL Chronic Lymphocytic_CLL_BCell Lymphoma,Matthews & Associates,negative
CLL_Dutch_ASH_Arnon Kater_#ASH #_#leusm #_#_#cllsm #_#hemeonc #_#hematology #,The Patient's Channel,neutral
CLL_#blockchain #airdrop #_CLL_#ethereum_#erc #_#smarteconomy #bitcoin #,CryptoLiveLeak,neutral
(),TrialBulletin,negative
DimetSeminars Prof_Degano Les_Bcell_@UNIMIB,Dip. di Biotecnologie e Bioscienze - UNIMIB,negative
(),Christopher Steer,negative
Chronic_CLL,Kathleen D. Hoffman,negative
the week_CLL_Social Studies_Lorraine_MothersDay,CLL Warwick Uni,neutral
USESMabtas_nonHodgkin_NHL_Chronic_Pharmaceuticalmedicine_RSP,Ravispecialitiespharma_RSP,negative
Imbruvica_#hematology #oncology #_CLL,the limbic,neutral
Ibrutinib,Cancer News,negative
Chronic_CLL,Kathleen D. Hoffman,negative
Quand_Cela_dans_CLL,Carmel La Lumiere,neutral
Ian W Flinn MD_CLL_Leukemia,Targeted Oncology,negative
Constantine S Tam MD_CLL_CLL,Targeted Oncology,neutral
Only %_five years_Learn_CLL,Janssen EMEA,negative
CLL_@unisouthampton_ASH_@bloodwise_uk_#ChronicLymphocyticLeukemia #_CLLsm_#hemeonc #_CaGenome,VJHemOnc,neutral
Teisha Helgerson_CLL,Triche,negative
(),Medical HotSpot,negative
Chronic Lymphocytic Leukemia,DR.ARUN ACHUTHAN,negative
Ibrutinib,Cancer News,negative
Neil E Kay MD_John C_MD_Chronic Lymphocytic Leukemia_the third day_Annual_Leukemias Lymphomas_Myeloma,PER,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
#DNA #_CLL_CLL_Michael Keating,Patient Power,neutral
Chemotherapy_CLL_ABT,Mohammad Alhomoud,neutral
about #CLL_#_#_CLLsm_#hemeonc #_#_#_CaGenome_#,VJHemOnc,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
Atef Hsini_CLL,Mahmoud Turki,neutral
Star Candlestick_today_BIFF_FOG_CLL #ALT_CMCX,SwingTradeBot UK,neutral
CLL,Patient Power,negative
CLL,Blood Journal,neutral
CLL_George_cllsm_#hemeonc #_#cancertreatment #,The Patient's Channel,neutral
CLL_@TheUSONetwork @WVCancer_Nora Larson_LivingWell_#,Patient Power,negative
Ian W Flinn MD PhD_CLL,Targeted Oncology,neutral
SIOP_CLL_#,Paediatric Oncology,neutral
John  campers_this March day_FlashbackFriday_#CampLakeLouise #_CLL,Higher Ground at Lake Louise,positive
(),Lacort Medical,neutral
CLL,Targeted Oncology,negative
CLL,CancerWallonia,neutral
(),Jordan Coss,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
CLL Airdrop_#_#airdrop $_#CLL #_#blockchain #technology #ethereum_#future #,CryptoLiveLeak,neutral
MRD_CLL,"Raul Cordoba, MD, PhD",neutral
MRD_CLL,"Raul Cordoba, MD, PhD",neutral
Kyle s_Amy_Chronic Lymphocytic Leukemia_Duke Please,Shelley Kimball-Dodge,negative
#_CLL_MCL_WM_HBV_Sarah Hammond_TID,"Francisco Marty, MD",negative
#idelalisib  _CLL_Zydelig,MDedge Hematology & Oncology,neutral
Chronic_CLL,Dr. Satya Prakash Yadav,negative
CLL_French_ASH_Florence Cymbalista_@APHP_#leusm #_#_#hcsm #_#hemeonc #_#hematology #,The Patient's Channel,neutral
The first of March_the day_Matt,MerMer Goodburn 🌈🇪🇺🩸,neutral
CLL_Erstlinie,Medical Tribune,negative
Chronic_CLL,P.M.C,negative
Dallas_América_Frisco_CLL,Elizabeth Castillo,negative
(),sandrineman,neutral
Mars,Caldicott Computing,neutral
Today_One_EU_Today_every day,Janssen Global,positive
Constantine S Tam MD_CLL_CLL_Leukemia,Targeted Oncology,neutral
(),JAMA Network Open,negative
#_CLL_Constantine Tam_cllsm_#_#PLCG #_BTKinhibitors_#drugresistance #hemeonc #_#,VJHemOnc,neutral
CLL_lymsm_CLL_Lymphoma,Targeted Oncology,neutral
CLL_Chris_Nora Larson,Patient Power,negative
CLL_RCC_rituximab maintenance  _#,"CancerNetwork®, Home of the Journal ONCOLOGY®",neutral
Chronic Lymphocytic_Leukemia_CLL,AbbVie Canada,positive
CLL_#advocates &_#_CLL_five,CLL Advocates Network,neutral
(),Lymphoma Canada,negative
ASH_CLL,US Oncology Network,negative
Irish_CLL,CLL Ireland,negative
Learn_#_#PER_HEM Get,PER,negative
(),Cancer Papers,negative
(),Cancer Papers,negative
(),Roche,negative
Chronic Lymphocytic Leukemia_CLL,Feel on,neutral
(),CLL Society Inc.,neutral
Chronic_CLL,Kathleen D. Hoffman,negative
Chronic_myelogenous_leukemia_years of age,P.M.C,negative
CLL_CLL,Leukaemia Care,neutral
Daratumumab_Ibrutinib,President Elect John Jason Fallows,negative
CLL_#MMSM #VictoriesOverCancer,Janssen EMEA,negative
Chronic Lymphocytic Leukemia_CLL,快適家電Life,neutral
Ibrutinib,Cancer News,negative
#_#ChronicLymphocyticLeukemia #_CLL_Wierda_@LeukemiaMDA_ASH,Patient Power,negative
Yaas_ASM_Liverpool_First_PhD_CLL,Michael Moles,positive
Chronic Lymphocytic Leukemia,SnackBaby,neutral
BCLinhibitor_Leukemia,Nature Communications,neutral
Chronic Lymphocytic Leukemia_CLL,nsure io,neutral
Chronic Lymphocytic Leukemia_CLL,おいしい美食生活,neutral
Lucas SA,Caldicott Computing,positive
Chronic Lymphocytic Leukemia_CLL_#laboratory #_pharma,ANTELLIS,neutral
CLL_March_@CLLCANADA,Patient Power,negative
Chronic Lymphocytic Leukemia_CLL,BusinessWireServices,neutral
Chronic Lymphocytic Leukemia_CLL_Chronic Lymphocytic Leukemia_CLL,Business Wire-Health,neutral
Chronic Lymphocytic Leukemia_CLL,The Pharmaceutical Marketing Group,neutral
Daratumumab_Ibrutinib_CLL_JNJ,E Lambrechts,negative
Farmers_Roundup_nonHodgkin Lymphoma_NHL Chronic Lymphocytic_CLL_BCell Lymphoma,Matthews & Associates,negative
Daratumumab_Ibrutinib,CureHuntr,negative
Chronic_CLL,Kathleen D. Hoffman,negative
Ibrutinib,TrialBulletin,negative
Daratumumab_Ibrutinib_Biological Daratumumab    Drug Ibrutinib    Other Laboratory Biomarker,Jake Davis,negative
Daratumumab_Ibrutinib_Chronic Lymphocytic LeukemiaInterventions_Biological Daratumumab    Drug Ibrutinib    Other Laboratory Biomarker Analysis    Other Pha,Dr Sohil Momin (Official) 🇮🇳,negative
#_PubSaludMurcia,BVirtual Murciasalud,negative
(),Amy Ramos,neutral
CLL,National Cancer Institute,negative
(),"Meagan Bryan, RN",negative
(),OncologyNurseAdvisor,negative
ILR IL_la indolencia de la,Manuel Muro,negative
(),Human Immunology News,negative
Ibrutinib_Chronic Lymphocytic Leukemia,GEDEFO,negative
Westwood_the week_#warwickuni #_CLL,CLL Warwick Uni,negative
Chronic_CLL,Kathleen D. Hoffman,negative
w chronic lymphocytic #_CLL_#,JAMA Oncology,negative
Westwood_CLL_#SnowWatch #,CLL Warwick Uni,neutral
BCell Chronic Lymphocytic Leukemia Market Drug Mechanism of Action Patent Details Major_Healthcare Journal,patesalo,negative
CLL_nine_five,CLL Ireland,neutral
#Family Participation_#_Helpful w  _Kathryn Kolibaba_CLL #,Patient Power,neutral
this Seminar Prof M Hallek &_CLL_@TheLancet,"Raul Cordoba, MD, PhD",neutral
Seminar Chronic_#_one_#,The Lancet,negative
CLL,CLL Warwick Uni,neutral
Nearly half,Roche,negative
Chronic_CLL,Kathleen D. Hoffman,negative
CLL_Tcell_Constantine Tam_CLLsm_#hemeonc #_#_ImmunoOnc,VJHemOnc,neutral
Common Drug_Chronic Lymphocytic Leukemia_Less Effective,Susan Davis,negative
the spring season_CLL,Amy Ramos,neutral
Umbraslisib Shows_CLL_Lymphoma,CancerWallonia,negative
Chronic_CLL,Kathleen D. Hoffman,negative
this week,Gabby Veldman,negative
CLL,CancerWallonia,neutral
CLL_Constantine Tam_#leukemia #_CLLsm_#hemeonc #,VJHemOnc,neutral
(),NK cell Biology,negative
month_@MDAnderson_March_CLL_@LeukemiaMDA &,Patient Power,neutral
First Line Treatment Correlates with Outcome_Chronic Lymphocytic Leukemia_CLL_ASH,"Raul Cordoba, MD, PhD",neutral
(),Mahmoud Aljurf,neutral
Brian Koffman_months_#_CLL,CLL Ireland,positive
Zaborsky N Gassner FJ Asslaber D Reinthaler_Danne,NK papers,negative
Umbralisib_CLL,"Raul Cordoba, MD, PhD",neutral
Lymphoma &_CLL Patients,Lymphoma SA,neutral
Chronic Lymphocytic Leukemia Optimization of Diagnostic Approach,Women's Publications,negative
Chronic Lymphocytic Leukemia Optimization of Diagnostic Approach,Clin Dermatol Res J,negative
Chronic Lymphocytic Leukemia Optimization of Diagnostic Approach,Clin Image Case Rep,negative
Chronic Lymphocytic Leukemia_CLL_CLL_Brian Koffman_Brian_#health #,Shouting at people in my underpants,neutral
Lymphoma_CLL_CLL_@CCNSA,Lymphoma SA,positive
Chronic_CLL,Kathleen D. Hoffman,negative
#_#_CLL,JAMA Oncology,negative
Houston_CLL,Jamie Machala,neutral
Graeme Fraser_CLL_HemeUpdate,CARE™ Education,neutral
BCell Chronic Lymphocytic Leukemia,ABNewswire,neutral
CLL_Constantine Tam_#leukemia #_CLLsm_#hemeonc #_#_#ImmunoOnc_#antibodies #_caxtx,VJHemOnc,neutral
BCell Chronic Lymphocytic Leukemia,SouthernIndiaReporte,neutral
BCell Chronic Lymphocytic Leukemia,New Jersey Headlines,neutral
ASH_@DrMichaelChoi_TargetedCLL #Therapies_ClinicalTrials#ASH,Oncology Tube,neutral
Jae Park_CART_CLL,@sehh_es,neutral
